pathway_id,pathway_name,source,description,organism
ecocyc.PWY-5386,methylglyoxal degradation I,EcoCyc,"General Background Methylglyoxal is produced in small amounts during glycolysis (via dihydroxyacetone phosphate), fatty acid metabolism (via acetone) and protein metabolism (via aminoacetone). Methylglyoxal is highly toxic, most likely as a result of its interaction with protein side chains (see for a review). There are several pathways for the detoxification of methylglyoxal, based on different enzymes that are able to convert methylglyoxal to less toxic compounds. These enzymes include glyoxalase enzymes, methylglyoxal reductases, aldose reductases, aldehyde reductases and methylglyoxal dehydrogenases. About This Pathway In E. coli, the glutathione-dependent glyoxalase system is probably the most common pathway that catalyzes the conversion of methylglyoxal to a less toxic product. In the pathway shown here, methylglyoxal is converted to (R)-lactate via the intermediate (S)-lactoyl-glutathione by two glyoxylase enzymes. GLYOXI-CPLX (GloA) isomerizes the hemithioacetal that is formed ",Escherichia coli K-12 MG1655
ecocyc.PWY-7446,sulfoquinovose degradation I,EcoCyc,"CPD-10247 Sulfoquinovose is a major component of organo-sulfur compounds in nature . It is synthesized by higher plants, mosses, ferns, algae and most photosynthetic bacteria and serves as the polar headgroup of the sulfolipid in photosynthetic membranes . Bacteria that are able to utilize sulfoquinovose as their sole source of carbon and energy for growth were isolated, and a degradation pathway that is analogous to glycolysis was proposed . About this pathway E. coli can utilize CPD-10247 as its sole source of carbon and energy for growth. The enzymes involved in this pathway were initially identified by analysis of differences in the proteomes of cultures grown with glucose vs. sulfoquinovose . However, CPD-19111 sulfoquinovosyl-glycerol is likely the most abundant compound encountered by the mammalian intestinal microbiota, and it has been shown to be a better source of carbon and energy for E. coli than sulfuquinovose alone . EG11843-MONOMER Sulfoquinovosidase initially catalyzes ",Escherichia coli K-12 MG1655
ecocyc.GALACTITOLCAT-PWY,galactitol degradation,EcoCyc,"Of the six existing hexitols, only three (D-mannitol, D-sorbitol [glucitol], and galactitol [owing to symmetry, D- and L-galactitol are identical]) occur naturally, and each of these can be utilized by E. coli K-12 as a total source of carbon and energy. Each enters the cell via a specific phosphotransferase system, so the first intracellular species is the 6-phospho-derivative (in the case of galactitol, D-galactitol-1-phosphate and D-galactitol-6-phosphate are identical). In all three cases, this sugar alcohol phosphate becomes the substrate for a dehydrogenase that oxidizes its 2-alcohol group to a keto group. In the cases of mannitol and sorbitol, the resulting keto sugar phosphate is D-fructose-6-phosphate, an intermediate of glycolysis and hence it flows through the pathways of central metabolism to satisfy the cell's need for precursor metabolites, reducing power, and metabolic energy. In the case of galactitol-1-phosphate, however, the product of the dehydrogenation is tagatose",Escherichia coli K-12 MG1655
ecocyc.PWY-7315,dTDP-N-acetylthomosamine biosynthesis,EcoCyc,"The enterobacterial common antigen (ECA) is an outer membrane glycolipid common to all members of the Enterobacteriaceae. The carbohydrate portion of the ECA consists of heteropolysaccharide chains that contain repeats of a trisaccharide unit composed of N-acetyl-D-glucosamine, UDP-NAC-MANNOS and TDP-FUC4NAC . This pathway describes the synthesis of the TDP-FUC4NAC monosaccharide. Like many dTDP-activated deoxysugars, it is formed from GLC-1-P. Following activation to DTDP-D-GLUCOSE, this intermediate is transaminated by the EG11456 gene product and acetylated by the EG11455 gene product.",Escherichia coli K-12 MG1655
ecocyc.THRDLCTCAT-PWY,L-threonine degradation III (to methylglyoxal),EcoCyc,"General Background Microorganisms and mammals share two of the major, initial routes for threonine degradation. In the first route threonine is catabolized by THREDEHYDCAT-CPLX (EC 4.3.1.19) to ammonia and 2-oxobutanoate. A biosynthetic version of this enzyme also occurs (see THREDEHYDSYN-CPLX) . In the second route threonine is catabolized by THREODEHYD-CPLX (EC 1.1.1.103) to form 2-amino-3-oxobutanoate, which is mainly cleaved by AKBLIG-CPLX, forming glycine and acetyl-CoA. The 2-amino-3-oxobutanoate can also be spontaneously converted to aminoacetone, which may be further metabolized to methylglyoxal (see THRDLCTCAT-PWY). A third route has been demonstrated in several bacteria and fungi. This route is based on the enzyme LTAA-CPLX (EC 4.1.2.5), which cleaves threonine directly into glycine and acetaldehyde. Escherichia coli has been shown to assimilate nitrogen from some (but not all) amino acids, as well as agmatine, γ-aminobutyrate and the polyamines putrescine and spermidine. The",Escherichia coli K-12 MG1655
ecocyc.PWY0-1568,NADH to cytochrome bd oxidase electron transfer II,EcoCyc,"In the respiratory chain formed by NADH dehydrogenase II (NDH-II) and cytochrome bd oxidase the transfer of electrons from NADH to oxygen is coupled to the generation of a proton-motive force across the cytoplasmic membrane. NDH-II does not contribute to the generation of proton potential ; cytochrome bd oxidase translocates 1 H+/e- by means of an oriented redox loop . During glucose limited aerobic growth E. coli directs electron flux through both NADH-DHI-CPLX ""NADH dehydrogenase I"" (NDH-I) and NDH-II . Electron transport from NADH to oxygen is not affected in a strain lacking NDH-I but is significantly reduced in a strain lacking NDH-II; similarly nitrate respiration with NADH was only slightly affected in a strain lacking NDH-I but significantly reduced in a strain lacking NDH-II. This suggests that NDH-II is used preferentially in aerobic and nitrate respiration . Cytochrome bd oxidase is expressed under oxygen-limiting conditions unlike cytochrome bo oxidase which is expressed wh",Escherichia coli K-12 MG1655
ecocyc.MET-SAM-PWY,superpathway of S-adenosyl-L-methionine biosynthesis from L-aspartate,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY0-1505,"ArcAB Two-Component Signal Transduction System, quinone dependent",EcoCyc,"The ArcAB two-component system is involved in the response to changing respiratory conditions of growth with a prominent role in the anaerobic repression of genes associated with aerobic metabolism. The system comprises ArcB - a membrane associated, redox sensitive kinase and phosphatase, and ArcA - a cytosolic transcription factor. Under anaerobiosis ArcB autophosphorylates and transphosphorylates ArcA via a four step His-Asp-His-Asp phosphorelay. Activated ArcA regulates the expression of numerous operons involved in respiratory and fermentative metabolism. During aerobiosis oxidised forms of quinone electron carriers signal the inhibition of ArcB autophosphorylation and ArcB acts as a specific phospho-ArcA phosphatase. The quinone-induced regulation of ArcB activity remains an area of active research (see for example ). Arc: Anoxic redox control Reviews:",Escherichia coli K-12 MG1655
ecocyc.PWY-5194,siroheme biosynthesis,EcoCyc,"General Background Siroheme is an iron-containing isobacteriochlorin, a modified tetrapyrrole similar in structure to both heme and chlorophyll that was discovered in 1973 . Siroheme is structurally and biosynthetically related to the corrin ring of vitamin B12. Siroheme is covalently coupled to an iron-sulfur cluster to form an electronically integrated metallo-cofactor for delivering electrons to substrate. Siroheme is found as a prosthetic group of several enzymes, including sulfite and nitrite reductases, which catalyze the six-electron reductions of sulfite to sulfide and nitrite to ammonium, respectively. The two known siroheme-containing enzymes of E. coli are SULFITE-REDUCT-CPLX which can also function as an assimilatory nitrite reductase, and dissimilatory NITRITREDUCT-CPLX . About This Pathway In E. coli, siroheme is derived from uroporphyrinogen III by (i) methylation of the tetrapyrrole ring at positions C-2 and C-7 to form precorrin-2 (dihydrosirohydrochlorin), (ii) oxidat",Escherichia coli K-12 MG1655
ecocyc.PWY0-1533,methylphosphonate degradation I,EcoCyc,"E. coli and many other organisms can utilize organophosphonates, which are compounds with a direct carbon-phosphorous (C-P) bond, as the sole source of phosphorous . C-P bonds are much more stable than the C-O-P phosphoester bonds of phosphates . The utilization of phosphonates as the sole source of phosphate is ""cryptic"" in E. coli K-12 . This is due to an 8 bp insertion in the phnE ORF that leads to a frameshift and premature termination of translation of PhnE. However, spontanteous revertants that have lost the 8 bp insertion can be recovered . Four polypeptides, EG10716-MONOMER ""PhnG"", EG10717-MONOMER ""PhnH"", EG10718-MONOMER ""PhnI"" and PHNL-MONOMER ""PhnL"", contribute to a CPLX0-7958 that catalyzes the nucleophilic attack of CPD0-1068 on the anomeric carbon of ATP to form adenine and CPD0-2479 (RPnTP). EG10722-MONOMER subsequently hydrolyzes the the triphosphate moiety of RPnTP to pyrophosphate and CPD0-2480 (PRPn). Cleavage of the C-P bond of PRPn is catalyzed by EG10719-MONOMER in",Escherichia coli K-12 MG1655
ecocyc.PWY-6277,superpathway of 5-aminoimidazole ribonucleotide biosynthesis (from PRPP),EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY0-181,salvage pathways of pyrimidine deoxyribonucleotides,EcoCyc,"E. coli can synthesize its required deoxyribonucleoside triphosphates (dCTP and dTTP) de novo (see PWY0-166). As shown here, it can also utilize deoxycytidine and deoxyuridine as a source of pyrimidine in dCTP and thymine as a source of pyrimidine in dTTP. Wild-type E. coli does not utilize thymine unless exogenous deoxyuridine (or deoxycytidine) is made available as a source of deoxyribose-1-phosphate, which drives the synthesis thymidine. This deoxyribonucleoside is subsequently converted to dTMP, which in turn flows through the de novo biosynthesis pathway to dTTP.",Escherichia coli K-12 MG1655
ecocyc.PWY0-1261,peptidoglycan recycling I,EcoCyc,"Anhydromuropeptides (mainly CPD0-1080) are steadily released during growth by lytic transglycosylases and endopeptidases and imported back into the cytoplasm for recycling. During bacterial growth, a very large proportion of the peptidoglycan polymer is degraded and reused in a process termed cell wall recycling. For example, the Gram-negative bacterium TAX-562 recovers about half of its cell wall within one generation . The anhydromuropeptides are imported by the EG12183-encoded AMPG-MONOMER. Once inside the cytoplasm, the anhydromuropeptides are hydrolyzed by EC-3.5.1.28 (EG10041), EC-3.2.1.52 (G6567) and G6621-MONOMER (G6621), yielding N-ACETYL-BETA-D-GLUCOSAMINE, CPD0-882, L-ALA-GAMMA-D-GLU-DAP and D-ALANINE . CPD0-882 is phosphorylated by EC-2.7.1.170 (G6880) and then converted into N-ACETYL-D-GLUCOSAMINE-6-P by EC-4.2.1.126 (G7263). This is a branch point, as this compound could be directed either for further degradation (see pathways of N-Acetylglucosamine-Degradation) or for re",Escherichia coli K-12 MG1655
